Company,Revenue_M$,EBITDA_M$,EBITDA_Margin,Revenue_Growth_1yr,Revenue_CAGR_3yr,EBITDA_Growth_1yr,EBITDA_CAGR_3yr,Gross_Margin,Net_Margin,ROA,ROE,ROIC,Debt_M$,Equity_M$,Debt_to_EBITDA,Debt_to_Equity,Current_Ratio,Quick_Ratio,Interest_Coverage,Working_Capital_M$,Capex_to_Sales,Free_Cash_Flow_Margin,Asset_Turnover,Inventory_Turnover,DSO,DPO,DIO,Cash_Conversion_Cycle,Customer_Concentration,Employee_Count,Revenue_per_Employee,IRR_Y5
Company_04210,66.46,3.85,0.058,0.118,-0.042,0.388,-0.081,0.314,0.112,0.091,0.196,0.061,13.82,21.78,3.59,0.63,2.11,1.18,11.82,1.33,0.064,0.024,1.71,9.99,71.5,41.1,90.6,121.0,0.401,4153,16003.0,0.195
Company_04211,114.43,7.78,0.068,0.121,0.06,0.385,0.259,0.396,0.204,0.12,0.09,0.171,9.8,74.57,1.26,0.13,2.44,1.13,14.45,2.29,0.054,0.078,1.62,6.93,74.9,34.5,60.3,100.7,0.082,54,2119074.0,0.277
Company_04212,589.73,227.64,0.386,0.25,-0.036,-0.051,0.176,0.725,0.202,0.163,0.296,0.17,286.83,2055.0,1.26,0.14,1.65,1.07,12.09,11.79,0.01,0.154,1.34,11.38,62.5,69.7,83.1,75.9,0.048,4321,136480.0,0.458
Company_04213,548.9,80.69,0.147,0.19,0.22,-0.139,0.062,0.231,0.085,0.056,0.108,0.249,173.48,784.17,2.15,0.22,2.56,1.79,2.54,10.98,0.084,0.2,1.56,8.31,61.7,47.9,79.3,93.1,0.46,4762,115267.0,0.196
Company_04214,241.4,85.94,0.356,-0.0,0.236,0.154,-0.025,0.23,0.07,0.157,0.265,0.186,458.06,579.51,5.33,0.79,1.6,1.69,5.33,4.83,0.076,0.066,0.7,11.44,36.9,46.3,71.5,62.1,0.155,2108,114516.0,0.09
Company_04215,641.4,119.3,0.186,0.255,0.171,0.052,0.024,0.531,0.098,0.179,0.289,0.19,794.54,620.22,6.66,1.28,2.96,0.78,5.63,12.83,0.096,0.178,1.39,8.79,52.2,41.4,72.6,83.4,0.181,3862,166080.0,0.077
Company_04216,821.87,75.61,0.092,0.129,0.168,0.257,0.112,0.307,0.24,0.166,0.12,0.068,308.49,502.33,4.08,0.61,1.77,1.67,8.86,16.44,0.044,0.178,1.23,11.23,37.2,58.7,51.9,30.4,0.242,738,1113645.0,0.119
Company_04217,51.16,3.99,0.078,0.143,0.022,0.117,0.163,0.345,0.088,0.128,0.233,0.225,20.23,18.78,5.07,1.08,1.03,1.52,6.7,1.02,0.084,-0.034,1.67,3.03,56.3,25.5,42.6,73.4,0.229,1299,39384.0,0.045
Company_04218,503.15,52.83,0.105,-0.032,-0.028,0.106,0.177,0.311,0.216,0.164,0.07,0.114,68.68,211.65,1.3,0.32,1.93,0.57,10.0,10.06,0.075,0.152,0.24,3.08,37.9,60.9,59.1,36.1,0.226,3158,159326.0,0.106
Company_04219,692.42,94.86,0.137,0.243,0.191,0.188,0.079,0.549,0.264,0.177,0.235,0.113,544.5,868.75,5.74,0.63,2.91,0.66,13.98,13.85,0.021,0.057,0.26,5.41,64.9,30.1,43.6,78.4,0.238,938,738188.0,0.075
Company_04220,259.79,57.41,0.221,0.272,0.118,-0.124,0.05,0.233,0.13,0.115,0.171,0.143,211.84,681.59,3.69,0.31,2.27,1.92,11.61,5.2,0.097,0.049,1.15,7.37,49.5,68.0,72.4,53.9,0.169,2640,98405.0,0.222
Company_04221,314.69,93.15,0.296,0.21,0.154,0.206,0.207,0.764,0.022,0.164,0.079,0.192,362.35,838.55,3.89,0.43,1.2,1.3,2.07,6.29,0.024,0.047,1.68,10.89,40.0,59.8,51.8,32.0,0.387,347,906888.0,0.142
Company_04222,617.5,243.91,0.395,0.276,0.184,0.093,0.27,0.274,0.06,0.09,0.274,0.109,1419.56,1026.84,5.82,1.38,1.22,2.0,14.32,12.35,0.085,0.166,1.2,10.25,77.5,56.2,67.2,88.5,0.459,2068,298598.0,0.314
Company_04223,898.96,184.29,0.205,0.021,0.073,0.292,0.266,0.771,0.107,0.109,0.22,0.206,313.29,1417.73,1.7,0.22,1.9,1.95,4.4,17.98,0.053,0.055,0.85,6.98,83.7,62.7,51.4,72.4,0.243,4901,183424.0,0.181
Company_04224,811.83,187.53,0.231,0.244,-0.007,-0.117,0.121,0.667,0.073,0.02,0.092,0.099,699.49,1582.22,3.73,0.44,1.45,1.65,6.59,16.24,0.064,0.11,1.45,10.79,89.6,44.7,46.7,91.6,0.195,4709,172400.0,0.097
Company_04225,587.3,136.84,0.233,0.096,0.189,-0.02,-0.068,0.697,0.101,0.178,0.183,0.075,580.2,1316.51,4.24,0.44,2.21,0.98,2.87,11.75,0.056,0.125,1.32,3.87,88.1,57.5,55.9,86.5,0.433,1160,506293.0,0.008
Company_04226,732.92,175.17,0.239,-0.034,0.086,0.37,-0.071,0.304,0.172,0.037,0.131,0.189,819.8,1747.96,4.68,0.47,2.87,0.79,4.27,14.66,0.016,0.128,0.26,7.65,57.3,68.6,26.6,15.3,0.067,2363,310165.0,0.028
Company_04227,371.17,85.74,0.231,0.168,0.198,0.132,0.061,0.602,0.026,0.062,0.228,0.234,449.28,409.75,5.24,1.1,2.93,0.52,14.26,7.42,0.095,0.053,0.66,3.53,36.1,51.9,61.0,45.2,0.019,1390,267029.0,0.274
Company_04228,644.56,34.16,0.053,0.174,0.081,0.358,0.193,0.69,0.038,0.07,0.207,0.232,163.63,203.12,4.79,0.81,2.84,0.73,9.72,12.89,0.089,0.017,0.45,11.78,63.0,40.2,48.3,71.1,0.214,2731,236016.0,0.077
Company_04229,471.52,24.05,0.051,0.015,0.015,0.213,0.099,0.535,0.26,0.032,0.097,0.063,146.46,189.76,6.09,0.77,1.59,1.82,5.04,9.43,0.063,0.112,1.61,9.15,88.0,64.2,36.3,60.1,0.267,2888,163269.0,-0.2
Company_04230,198.04,16.64,0.084,-0.089,0.001,0.356,0.151,0.531,0.166,0.185,0.111,0.128,114.65,50.61,6.89,2.27,2.95,1.57,4.43,3.96,0.054,0.113,1.01,8.75,49.2,35.6,50.4,64.0,0.232,4181,47367.0,-0.106
Company_04231,704.72,60.61,0.086,-0.02,0.173,-0.009,0.237,0.296,0.282,0.194,0.226,0.107,66.67,290.04,1.1,0.23,1.62,1.77,13.13,14.09,0.04,0.037,0.28,11.39,37.8,64.8,82.7,55.7,0.085,2383,295728.0,0.108
Company_04232,560.9,166.59,0.297,0.06,0.122,-0.146,-0.084,0.449,0.021,0.174,0.219,0.141,579.73,1934.65,3.48,0.3,2.25,1.76,3.63,11.22,0.026,-0.044,1.59,3.87,59.7,22.8,62.3,99.2,0.467,507,1106312.0,-0.017
Company_04233,365.04,44.53,0.122,-0.033,0.071,0.281,0.27,0.29,0.02,0.076,0.128,0.06,153.63,276.77,3.45,0.56,2.78,1.96,6.53,7.3,0.08,0.12,1.53,8.28,38.5,32.0,66.0,72.5,0.458,2467,147969.0,-0.058
Company_04234,912.23,331.14,0.363,-0.022,0.098,0.283,0.032,0.784,0.227,0.02,0.17,0.132,1821.27,3215.48,5.5,0.57,2.32,1.55,7.12,18.24,0.057,0.036,0.93,2.71,74.8,26.7,84.2,132.3,0.257,1996,457029.0,0.098
Company_04235,30.72,11.52,0.375,0.057,0.115,0.171,-0.081,0.611,0.153,0.045,0.167,0.242,31.56,83.53,2.74,0.38,2.99,1.34,2.97,0.61,0.071,0.013,0.2,6.67,70.0,69.5,36.0,36.5,0.122,2793,10999.0,0.158
Company_04236,322.62,126.47,0.392,0.285,0.022,0.148,0.234,0.229,0.276,0.157,0.081,0.163,137.85,1516.63,1.09,0.09,1.7,1.39,7.36,6.45,0.037,0.102,0.29,5.53,30.8,30.4,52.7,53.1,0.276,2855,113002.0,0.427
Company_04237,66.31,25.13,0.379,0.206,0.063,0.349,0.274,0.486,0.24,0.064,0.205,0.093,36.44,279.28,1.45,0.13,1.24,1.52,12.2,1.33,0.09,0.17,0.67,8.84,35.7,64.5,23.4,-5.4,0.419,3079,21536.0,0.435
Company_04238,768.86,111.48,0.145,0.028,0.038,-0.094,0.207,0.583,0.161,0.18,0.116,0.212,729.08,622.02,6.54,1.17,1.44,1.19,12.15,15.38,0.098,0.07,1.9,5.8,79.9,64.7,84.2,99.4,0.04,4862,158137.0,-0.03
Company_04239,705.09,160.76,0.228,0.281,0.067,0.17,0.222,0.257,0.154,0.169,0.165,0.129,1046.55,1643.57,6.51,0.64,1.37,1.52,4.48,14.1,0.069,0.166,0.23,2.38,44.4,51.4,72.4,65.4,0.467,1772,397906.0,0.085
Company_04240,338.04,37.52,0.111,0.158,0.1,-0.17,0.249,0.599,0.247,0.055,0.068,0.063,95.3,299.05,2.54,0.32,2.81,1.39,11.86,6.76,0.087,0.18,0.96,3.78,59.8,28.2,50.7,82.3,0.466,513,658947.0,0.196
Company_04241,678.91,225.4,0.332,0.082,0.002,-0.115,0.109,0.306,0.245,0.142,0.204,0.12,1492.15,1296.06,6.62,1.15,1.93,0.74,5.57,13.58,0.031,0.185,0.4,8.7,39.4,67.3,53.8,25.9,0.081,1523,445772.0,0.023
Company_04242,401.98,145.11,0.361,0.087,0.068,0.062,0.172,0.445,0.098,0.094,0.26,0.213,908.39,1108.32,6.26,0.82,2.03,0.67,11.41,8.04,0.098,0.048,1.25,7.09,74.0,35.3,97.7,136.4,0.422,4040,99500.0,0.069
Company_04243,758.69,264.02,0.348,0.064,0.066,0.293,0.015,0.575,0.209,0.051,0.192,0.094,1354.42,1584.29,5.13,0.85,1.35,0.83,11.17,15.17,0.03,0.089,1.69,11.71,75.1,58.8,35.7,52.0,0.138,1269,597864.0,0.114
Company_04244,459.64,92.85,0.202,-0.007,0.036,0.24,-0.0,0.419,0.2,0.122,0.199,0.115,229.34,429.61,2.47,0.53,1.43,1.66,12.92,9.19,0.031,-0.045,0.53,2.42,66.0,31.5,65.1,99.6,0.474,3465,132652.0,0.152
Company_04245,418.16,132.14,0.316,0.055,0.25,0.384,0.144,0.429,0.26,0.169,0.218,0.104,225.96,952.54,1.71,0.24,2.6,0.89,14.84,8.36,0.093,0.139,0.88,11.99,49.9,60.4,95.6,85.1,0.403,3498,119543.0,0.225
Company_04246,935.38,78.57,0.084,0.111,-0.028,-0.173,0.194,0.706,0.263,0.186,0.099,0.23,157.93,536.17,2.01,0.29,2.37,1.79,3.25,18.71,0.036,0.173,0.77,2.45,63.3,32.6,38.0,68.7,0.309,3616,258678.0,0.132
Company_04247,258.37,16.54,0.064,0.111,0.143,0.029,0.059,0.386,0.095,0.021,0.067,0.109,36.22,96.48,2.19,0.38,1.66,0.93,5.32,5.17,0.043,0.011,0.8,2.68,38.7,64.6,34.1,8.2,0.099,1731,149261.0,0.14
Company_04248,129.24,40.58,0.314,0.205,0.002,-0.105,0.06,0.593,0.266,0.09,0.263,0.098,236.99,347.78,5.84,0.68,2.59,1.43,10.06,2.58,0.087,0.197,1.5,6.16,85.8,46.0,85.3,125.1,0.316,3050,42374.0,0.15
Company_04249,588.7,117.15,0.199,0.044,0.202,-0.178,0.282,0.709,0.279,0.125,0.262,0.235,343.25,486.75,2.93,0.71,1.11,1.8,9.08,11.77,0.087,-0.029,0.39,4.89,80.3,29.1,52.3,103.5,0.078,2039,288720.0,0.218
Company_04250,969.63,385.91,0.398,0.187,0.224,-0.041,0.107,0.292,0.051,0.074,0.186,0.25,1956.56,4538.15,5.07,0.43,1.14,1.77,12.84,19.39,0.018,0.022,1.14,6.41,41.7,41.9,35.2,35.0,0.183,1674,579229.0,0.295
Company_04251,384.06,32.26,0.084,0.131,0.07,-0.053,0.295,0.228,0.181,0.07,0.099,0.169,180.98,158.36,5.61,1.14,1.18,1.75,3.32,7.68,0.039,0.127,0.4,2.35,68.3,36.2,56.0,88.1,0.049,3465,110840.0,-0.041
Company_04252,71.42,24.93,0.349,0.285,0.197,0.052,0.245,0.695,0.142,0.157,0.254,0.237,89.75,212.25,3.6,0.42,2.41,1.73,8.35,1.43,0.032,0.099,1.75,9.08,45.0,23.5,99.3,120.8,0.14,2123,33641.0,0.262
Company_04253,345.91,75.41,0.218,0.054,0.025,-0.116,0.156,0.531,0.133,0.159,0.105,0.204,171.93,498.92,2.28,0.34,2.19,1.53,6.54,6.92,0.091,0.194,1.23,5.96,39.7,32.5,42.1,49.3,0.078,631,548193.0,0.144
Company_04254,510.87,173.7,0.34,0.26,-0.008,0.093,-0.096,0.697,0.217,0.148,0.265,0.088,668.74,536.42,3.85,1.25,2.72,1.58,2.95,10.22,0.037,0.145,1.26,9.11,43.9,43.3,79.3,79.9,0.261,4659,109652.0,0.181
Company_04255,170.3,57.22,0.336,0.228,0.045,0.352,0.018,0.328,0.056,0.181,0.156,0.187,103.57,281.12,1.81,0.37,2.94,1.93,11.69,3.41,0.031,0.02,1.68,6.14,62.7,33.9,26.5,55.3,0.335,4672,36451.0,0.323
Company_04256,661.52,245.42,0.371,0.155,0.053,0.249,0.067,0.7,0.25,0.104,0.064,0.208,1445.52,1953.68,5.89,0.74,1.68,1.67,8.11,13.23,0.036,0.093,0.75,6.68,38.9,43.1,75.2,71.0,0.084,2739,241519.0,0.236
Company_04257,997.77,153.66,0.154,0.162,0.069,0.305,0.161,0.257,0.027,0.16,0.254,0.199,897.37,943.78,5.84,0.95,2.26,0.71,2.89,19.96,0.089,0.196,1.82,10.57,43.4,24.5,84.8,103.7,0.318,3339,298823.0,0.01
Company_04258,457.22,174.66,0.382,-0.066,0.062,0.283,0.058,0.73,0.182,0.012,0.19,0.156,1152.76,1838.68,6.6,0.63,2.74,0.85,2.1,9.14,0.027,0.122,0.47,8.34,84.0,52.2,56.0,87.8,0.313,3434,133145.0,-0.05
Company_04259,361.18,37.2,0.103,0.28,0.073,0.034,0.231,0.694,0.083,0.198,0.13,0.153,218.36,336.91,5.87,0.65,1.47,1.0,2.31,7.22,0.027,0.027,1.63,3.15,55.0,23.1,81.1,113.0,0.024,3972,90932.0,0.046
Company_04260,406.7,32.13,0.079,-0.057,0.163,0.225,0.165,0.54,0.207,0.185,0.163,0.214,157.12,141.68,4.89,1.11,1.19,0.63,7.12,8.13,0.085,0.005,0.87,9.64,75.5,64.2,85.4,96.7,0.338,3168,128378.0,-0.019
Company_04261,123.99,24.92,0.201,0.125,0.024,0.253,0.039,0.565,0.167,0.17,0.272,0.188,81.49,284.51,3.27,0.29,2.97,1.82,13.78,2.48,0.025,0.085,0.37,10.26,34.3,57.7,52.8,29.4,0.158,323,383870.0,0.346
Company_04262,884.44,300.71,0.34,0.032,-0.044,-0.077,0.214,0.408,0.3,0.122,0.101,0.209,1196.83,1555.45,3.98,0.77,2.8,1.13,5.29,17.69,0.055,0.057,1.25,11.25,82.9,24.1,69.9,128.7,0.007,232,3812241.0,0.075
Company_04263,420.68,90.87,0.216,0.072,0.097,0.316,0.021,0.321,0.261,0.113,0.076,0.091,192.64,322.28,2.12,0.6,2.22,1.14,3.73,8.41,0.054,0.097,1.45,11.34,66.8,60.0,34.1,40.9,0.241,2879,146120.0,0.147
Company_04264,393.4,133.76,0.34,0.144,0.084,0.075,-0.075,0.473,0.114,0.039,0.246,0.243,674.15,986.45,5.04,0.68,1.02,1.11,9.55,7.87,0.011,-0.01,1.67,8.56,67.7,55.3,97.9,110.3,0.181,3278,120012.0,0.288
Company_04265,663.09,202.24,0.305,0.264,-0.032,-0.19,-0.031,0.594,0.168,0.02,0.205,0.197,1215.46,1403.63,6.01,0.87,1.45,1.21,8.15,13.26,0.065,0.064,0.32,2.71,43.9,64.3,28.1,7.7,0.395,3721,178202.0,0.219
Company_04266,447.61,55.06,0.123,0.083,-0.01,0.186,-0.099,0.799,0.109,0.059,0.267,0.134,285.21,408.52,5.18,0.7,2.39,0.8,11.21,8.95,0.07,-0.048,0.22,7.22,47.3,69.7,67.7,45.3,0.283,89,5029326.0,0.032
Company_04267,651.75,248.97,0.382,0.295,0.103,0.206,0.233,0.69,0.224,0.039,0.128,0.17,1678.06,908.84,6.74,1.85,1.72,1.6,6.83,13.03,0.028,-0.001,0.5,8.1,59.2,32.4,59.1,85.9,0.098,2107,309326.0,0.137
Company_04268,70.83,5.03,0.071,0.137,0.02,0.131,0.151,0.461,0.138,0.117,0.19,0.178,34.41,28.53,6.84,1.21,2.14,1.82,5.1,1.42,0.062,0.052,0.87,11.58,73.2,30.3,49.0,91.9,0.337,2960,23929.0,-0.113
Company_04269,815.59,296.87,0.364,-0.036,0.213,-0.073,0.128,0.646,0.052,0.073,0.061,0.21,1537.79,3353.52,5.18,0.46,1.11,1.58,11.74,16.31,0.023,0.199,1.12,9.0,46.2,27.1,42.8,61.9,0.382,2651,307654.0,0.123
Company_04270,941.1,147.75,0.157,-0.024,0.002,0.089,0.165,0.265,0.205,0.084,0.262,0.19,809.67,1501.4,5.48,0.54,2.1,0.91,8.42,18.82,0.077,-0.026,0.21,5.81,81.3,34.5,67.7,114.5,0.329,505,1863564.0,0.058
Company_04271,652.28,146.76,0.225,0.186,-0.044,0.04,0.161,0.449,0.023,0.015,0.098,0.219,434.41,635.43,2.96,0.68,1.29,0.54,12.79,13.05,0.058,-0.05,0.63,3.63,89.0,20.7,95.0,163.3,0.154,2390,272921.0,0.289
Company_04272,955.02,189.09,0.198,-0.08,0.084,0.385,0.126,0.455,0.103,0.114,0.079,0.129,240.14,1057.66,1.27,0.23,1.21,0.71,2.47,19.1,0.047,0.026,0.76,5.24,60.8,44.6,66.4,82.6,0.095,3578,266914.0,0.07
Company_04273,159.92,17.59,0.11,0.092,0.246,0.295,0.237,0.799,0.274,0.135,0.171,0.134,108.18,171.04,6.15,0.63,1.98,1.51,3.37,3.2,0.097,0.053,0.77,7.97,68.7,21.1,38.2,85.8,0.318,4603,34743.0,-0.106
Company_04274,482.64,84.46,0.175,-0.041,0.14,0.257,0.076,0.435,0.046,0.074,0.236,0.088,433.28,905.54,5.13,0.48,2.03,1.64,7.01,9.65,0.096,0.108,1.06,5.82,87.0,27.2,54.7,114.5,0.327,1628,296462.0,-0.046
Company_04275,605.79,71.48,0.118,0.073,0.056,-0.091,0.222,0.25,0.161,0.035,0.102,0.153,485.35,304.7,6.79,1.59,2.8,1.23,6.27,12.12,0.013,0.136,0.37,6.96,68.7,50.3,52.4,70.8,0.098,125,4846320.0,-0.005
Company_04276,585.92,70.9,0.121,0.2,-0.045,-0.001,0.215,0.24,0.243,0.144,0.108,0.13,70.9,593.4,1.0,0.12,2.98,0.54,2.62,11.72,0.037,0.044,1.58,9.38,69.2,48.3,66.1,87.0,0.347,2452,238956.0,0.228
Company_04277,407.45,46.86,0.115,0.084,0.095,0.028,-0.02,0.619,0.273,0.035,0.129,0.183,247.89,325.73,5.29,0.76,1.22,1.23,5.52,8.15,0.032,0.173,0.91,9.61,33.1,39.4,34.2,27.9,0.41,2240,181897.0,-0.022
Company_04278,344.7,76.18,0.221,-0.035,0.012,0.096,0.082,0.373,0.177,0.165,0.253,0.171,198.83,561.6,2.61,0.35,1.63,1.83,8.25,6.89,0.096,0.001,0.73,10.56,72.9,23.3,98.2,147.8,0.157,1139,302634.0,0.157
Company_04279,135.56,44.6,0.329,0.001,0.144,-0.182,0.234,0.721,0.063,0.114,0.237,0.221,163.68,452.08,3.67,0.36,2.47,0.68,11.2,2.71,0.027,0.139,0.29,8.37,59.3,68.6,43.7,34.4,0.471,2575,52645.0,0.21
Company_04280,397.83,99.06,0.249,0.047,0.125,0.156,0.232,0.49,0.283,0.055,0.117,0.084,367.51,826.04,3.71,0.44,2.32,1.86,5.17,7.96,0.015,0.102,1.04,4.73,69.5,36.8,20.9,53.6,0.461,2856,139296.0,0.143
Company_04281,171.03,62.08,0.363,-0.072,0.03,0.015,-0.09,0.398,0.23,0.181,0.114,0.233,75.12,497.52,1.21,0.15,1.16,1.93,12.49,3.42,0.028,0.123,1.86,3.7,77.0,39.7,36.4,73.7,0.384,1650,103655.0,0.29
Company_04282,737.02,201.21,0.273,0.134,-0.029,0.137,-0.011,0.655,0.131,0.037,0.277,0.094,1229.39,1292.09,6.11,0.95,1.12,1.5,13.07,14.74,0.078,-0.046,0.88,10.32,62.2,69.8,60.2,52.6,0.221,781,943688.0,0.197
Company_04283,216.74,63.07,0.291,0.143,0.177,-0.195,0.07,0.451,0.098,0.124,0.204,0.194,96.5,372.5,1.53,0.26,1.83,0.59,5.36,4.33,0.056,0.182,1.67,8.39,44.8,54.3,75.6,66.1,0.32,1355,159956.0,0.214
Company_04284,67.98,19.31,0.284,-0.075,0.126,-0.007,-0.081,0.642,0.033,0.127,0.106,0.15,129.76,184.69,6.72,0.7,1.99,1.0,7.24,1.36,0.097,-0.017,0.9,5.91,81.2,34.7,77.9,124.4,0.339,978,69509.0,-0.092
Company_04285,556.84,115.27,0.207,0.061,0.203,0.261,0.004,0.628,0.074,0.017,0.085,0.191,510.65,1294.99,4.43,0.39,2.14,1.79,14.55,11.14,0.083,-0.023,1.84,4.26,79.1,52.4,86.8,113.5,0.028,4687,118805.0,0.138
Company_04286,599.28,174.39,0.291,0.066,0.028,0.101,0.003,0.634,0.238,0.126,0.067,0.157,462.13,563.19,2.65,0.82,2.28,1.58,9.9,11.99,0.028,0.096,0.74,4.05,38.2,44.3,92.6,86.5,0.178,2799,214105.0,0.205
Company_04287,873.19,64.62,0.074,0.034,0.146,0.273,-0.014,0.714,0.05,0.142,0.112,0.18,312.11,470.77,4.83,0.66,1.96,1.24,7.52,17.46,0.044,0.089,0.69,7.39,51.7,20.4,25.2,56.5,0.099,4177,209047.0,-0.064
Company_04288,581.21,204.0,0.351,0.123,-0.014,0.219,0.059,0.709,0.056,0.183,0.23,0.2,1338.24,1652.92,6.56,0.81,2.44,0.74,10.66,11.62,0.083,0.014,1.65,5.39,82.4,45.5,63.1,100.0,0.237,2693,215823.0,0.151
Company_04289,352.03,113.35,0.322,0.038,0.038,0.313,0.225,0.599,0.075,0.145,0.143,0.089,643.83,629.45,5.68,1.02,1.23,1.23,7.13,7.04,0.076,0.019,1.13,6.02,77.5,53.8,62.5,86.2,0.399,2778,126721.0,0.08
Company_04290,804.98,109.48,0.136,0.067,0.147,-0.196,-0.002,0.774,0.131,0.102,0.291,0.118,217.87,415.29,1.99,0.52,2.48,0.64,14.89,16.1,0.04,0.108,1.56,11.73,83.9,49.3,85.6,120.2,0.085,2052,392290.0,0.272
Company_04291,544.88,173.82,0.319,0.219,0.198,-0.043,0.133,0.212,0.073,0.172,0.131,0.223,497.13,784.92,2.86,0.63,2.24,1.42,2.4,10.9,0.063,-0.013,1.88,10.06,41.3,68.5,65.0,37.8,0.041,1056,515985.0,0.289
Company_04292,88.49,4.78,0.054,-0.035,0.046,0.129,0.123,0.758,0.273,0.077,0.088,0.217,7.89,44.76,1.65,0.18,1.02,1.67,3.79,1.77,0.063,-0.001,0.52,11.75,63.1,44.5,34.5,53.1,0.497,4180,21170.0,0.041
Company_04293,570.19,71.84,0.126,0.148,0.19,0.365,0.227,0.289,0.092,0.173,0.094,0.186,387.22,356.86,5.39,1.09,1.94,1.44,12.05,11.4,0.089,0.017,0.83,8.29,58.5,32.8,42.1,67.8,0.435,1626,350670.0,0.171
Company_04294,908.94,66.35,0.073,0.102,0.153,0.208,0.058,0.327,0.277,0.17,0.172,0.111,146.63,436.46,2.21,0.34,1.7,0.52,12.58,18.18,0.012,0.2,0.71,2.74,42.7,32.2,46.4,56.9,0.262,3506,259253.0,0.233
Company_04295,402.35,129.96,0.323,0.022,0.055,0.074,-0.011,0.69,0.296,0.125,0.284,0.091,710.88,408.37,5.47,1.74,1.51,1.5,8.95,8.05,0.033,0.142,0.82,3.86,60.1,59.0,75.2,76.3,0.282,988,407237.0,0.07
Company_04296,303.36,95.56,0.315,0.191,0.213,-0.122,0.257,0.44,0.231,0.075,0.275,0.06,171.05,433.04,1.79,0.39,1.11,1.23,5.83,6.07,0.074,-0.049,0.41,9.43,45.8,27.3,43.6,62.1,0.345,4283,70829.0,0.285
Company_04297,152.03,50.93,0.335,0.12,0.103,0.096,0.233,0.455,0.022,0.122,0.096,0.237,284.19,526.98,5.58,0.54,2.95,1.14,11.22,3.04,0.068,-0.03,0.66,10.84,77.5,40.3,44.5,81.7,0.145,1122,135499.0,0.195
Company_04298,159.93,8.32,0.052,0.091,0.144,0.065,0.149,0.357,0.087,0.182,0.239,0.177,34.03,64.38,4.09,0.53,1.56,0.92,4.34,3.2,0.041,-0.014,0.99,3.33,87.8,49.9,50.3,88.2,0.318,1788,89446.0,0.098
Company_04299,438.44,98.65,0.225,0.167,0.099,0.267,-0.063,0.335,0.095,0.131,0.238,0.133,594.86,382.83,6.03,1.55,1.92,0.67,5.1,8.77,0.087,0.091,0.41,9.55,79.1,60.0,67.8,86.9,0.406,1005,436259.0,-0.023
Company_04300,599.72,178.12,0.297,0.221,0.086,0.048,-0.094,0.264,0.172,0.17,0.091,0.188,732.07,667.2,4.11,1.1,1.19,1.34,12.28,11.99,0.076,0.067,1.8,2.31,72.6,39.3,58.1,91.4,0.243,4694,127763.0,0.311
Company_04301,89.81,9.34,0.104,0.289,0.204,-0.009,-0.027,0.318,0.064,0.075,0.125,0.142,23.26,105.42,2.49,0.22,2.59,1.75,11.04,1.8,0.064,0.078,1.7,5.52,64.2,51.1,88.1,101.2,0.278,2441,36792.0,0.273
Company_04302,940.17,260.43,0.277,0.152,0.038,-0.146,-0.021,0.54,0.042,0.066,0.069,0.12,1325.59,1652.28,5.09,0.8,1.05,1.98,9.05,18.8,0.032,0.029,1.12,3.93,39.2,53.3,65.4,51.3,0.164,294,3197857.0,0.166
Company_04303,757.58,59.85,0.079,0.25,-0.039,-0.172,-0.046,0.624,0.069,0.059,0.069,0.15,167.58,592.54,2.8,0.28,2.18,1.45,4.23,15.15,0.037,-0.012,0.31,2.66,89.1,28.6,72.1,132.6,0.468,3781,200365.0,0.247
Company_04304,590.76,66.76,0.113,-0.1,0.214,0.063,0.005,0.643,0.112,0.103,0.161,0.197,103.48,462.66,1.55,0.22,1.55,0.97,12.95,11.82,0.068,0.03,0.55,9.23,57.2,24.8,70.3,102.7,0.179,728,811484.0,0.092
Company_04305,830.15,180.14,0.217,0.112,0.198,0.008,0.035,0.422,0.034,0.092,0.171,0.218,1073.63,741.3,5.96,1.45,1.69,1.12,2.93,16.6,0.097,0.167,1.67,6.41,36.1,66.1,78.1,48.1,0.294,4708,176328.0,0.045
Company_04306,89.38,24.94,0.279,-0.014,0.06,0.133,0.202,0.753,0.075,0.172,0.058,0.07,134.18,192.72,5.38,0.7,2.05,1.59,10.55,1.79,0.087,0.076,1.46,6.18,48.6,44.4,87.1,91.3,0.231,2438,36661.0,0.006
Company_04307,482.07,48.69,0.101,-0.062,0.006,0.227,0.184,0.397,0.067,0.031,0.292,0.063,65.24,189.6,1.34,0.34,1.94,1.21,11.74,9.64,0.029,0.08,1.69,11.68,88.6,52.3,60.5,96.8,0.017,246,1959634.0,0.113
Company_04308,633.79,72.89,0.115,0.113,0.153,-0.176,-0.058,0.267,0.236,0.115,0.172,0.118,478.16,784.87,6.56,0.61,1.82,1.28,5.77,12.68,0.077,0.117,0.28,5.47,31.7,27.7,23.8,27.8,0.02,202,3137574.0,0.02
Company_04309,830.37,101.31,0.122,0.199,-0.026,0.098,0.291,0.767,0.067,0.087,0.247,0.058,224.91,348.84,2.22,0.64,2.25,0.71,12.04,16.61,0.094,-0.036,0.74,5.09,42.5,42.8,28.2,27.9,0.486,1919,432710.0,0.238
Company_04310,785.63,105.27,0.134,0.065,0.077,0.317,0.201,0.524,0.242,0.188,0.209,0.149,574.77,979.06,5.46,0.59,2.1,1.31,2.34,15.71,0.019,0.009,0.65,5.89,72.2,29.3,39.8,82.7,0.343,1873,419450.0,-0.065
